EVENT_UNIQUE_ID,OCC_YEAR,OCC_MONTH,OCC_TIME_RANGE,DIVISION
GO-20103803370,2010,December,Evening,D11
GO-20103779682,2010,December,Evening,D41
GO-20103516617,2010,December,Morning,D41
GO-20103988044,2010,December,Evening,D31
GO-20103570821,2010,December,Afternoon,D31
GO-20103801910,2010,December,Night,D23
GO-20113973508,2011,January,Night,D14
GO-20112885827,2011,January,Afternoon,D41
GO-20114000937,2011,January,Afternoon,D33
GO-20114017124,2011,January,Night,D11
GO-20113912439,2011,January,Night,D54
GO-20113923311,2011,January,Evening,D14
GO-20112414776,2011,January,Afternoon,D23
GO-20113912447,2011,January,Afternoon,D54
GO-20114012985,2011,January,Night,D14
GO-20113640107,2011,January,Night,D53
GO-20113950821,2011,January,Night,D23
GO-20113997715,2011,January,Evening,D43
GO-20113971454,2011,January,Morning,D13
GO-20113966773,2011,February,Evening,D31
GO-20113981866,2011,February,Evening,D41
GO-20114024542,2011,February,Night,D31
GO-20113903122,2011,February,Night,D14
GO-20113995311,2011,February,Evening,D23
GO-20113959302,2011,February,Afternoon,D42
GO-20113948450,2011,February,Evening,D43
GO-20114017505,2011,February,Night,D12
GO-20114017400,2011,February,Night,D12
GO-20113969779,2011,February,Evening,D54
GO-20113971818,2011,February,Afternoon,D32
GO-20114044375,2011,February,Evening,D23
GO-20113408916,2011,February,Night,D12
GO-20113996966,2011,February,Evening,D42
GO-20113973274,2011,February,Evening,D12
GO-20113944792,2011,March,Evening,D12
GO-20114010034,2011,March,Evening,D11
GO-20113969280,2011,March,Night,D41
GO-20114065212,2011,March,Afternoon,D32
GO-20113782098,2011,March,Night,D52
GO-20114074511,2011,March,Afternoon,D41
GO-20114000394,2011,March,Evening,D32
GO-20113736065,2011,March,Morning,D55
GO-20113973677,2011,March,Night,D23
GO-20113999909,2011,March,Evening,D32
GO-20114018270,2011,March,Night,D41
GO-20112512028,2011,March,Evening,D23
GO-20113736070,2011,March,Evening,D55
GO-20113981811,2011,March,Night,D41
GO-20114094082,2011,March,Afternoon,D32
GO-20114079625,2011,April,Evening,D31
GO-20114114438,2011,April,Night,D43
GO-20114005866,2011,April,Afternoon,D51
GO-20113861776,2011,April,Afternoon,D31
GO-20114041776,2011,April,Evening,D22
GO-20114032874,2011,April,Afternoon,D51
GO-20113801407,2011,April,Night,D51
GO-20114070596,2011,April,Afternoon,D31
GO-20113963686,2011,April,Night,D22
GO-20114070729,2011,April,Evening,D23
GO-20114082958,2011,April,Evening,D32
GO-20113832638,2011,April,Night,D23
GO-20114066404,2011,May,Night,D32
GO-20113432378,2011,May,Afternoon,D22
GO-20114071072,2011,May,Night,D43
GO-20113985859,2011,May,Evening,D31
GO-20114040267,2011,May,Afternoon,D31
GO-20113985860,2011,May,Evening,D31
GO-20114032702,2011,May,Evening,D31
GO-20113407290,2011,May,Night,D14
GO-20113976185,2011,May,Evening,D54
GO-20114066315,2011,May,Night,D42
GO-20114018157,2011,May,Evening,D33
GO-20114054711,2011,May,Night,D33
GO-20114029493,2011,May,Afternoon,D53
GO-20114099213,2011,May,Evening,D23
GO-20113985926,2011,May,Evening,D42
GO-20114047557,2011,May,Evening,D23
GO-20113646615,2011,May,Night,D11
GO-20114005551,2011,May,Night,D14
GO-20113582658,2011,June,Evening,D31
GO-20114037871,2011,June,Morning,D33
GO-20114066801,2011,June,Afternoon,D12
GO-20113429900,2011,June,Evening,D12
GO-20114040296,2011,June,Evening,D31
GO-20113834217,2011,June,Evening,D32
GO-20114032731,2011,June,Evening,D31
GO-20114045819,2011,June,Morning,D23
GO-20113350997,2011,June,Night,D55
GO-20114158004,2011,June,Evening,D42
GO-20114174664,2011,June,Night,D23
GO-20114053088,2011,June,Night,D22
GO-20114080798,2011,June,Night,D14
GO-20113516624,2011,June,Afternoon,D41
GO-20114040311,2011,June,Evening,D31
GO-20113582659,2011,June,Evening,D31
GO-20114188798,2011,June,Evening,D42
GO-20113963729,2011,June,Night,D23
GO-20114113150,2011,June,Evening,D12
GO-20113671853,2011,June,Night,D41
GO-20114073115,2011,June,Morning,D54
GO-20114102977,2011,June,Night,D32
GO-20114126182,2011,June,Evening,D42
GO-20114186484,2011,June,Night,D32
GO-20114046036,2011,June,Night,D14
GO-20114079712,2011,June,Evening,D31
GO-20113962501,2011,July,Evening,D33
GO-20113756180,2011,July,Evening,D12
GO-20114047578,2011,July,Afternoon,D23
GO-20114184758,2011,July,Evening,D14
GO-20114057285,2011,July,Evening,D14
GO-20113601265,2011,July,Afternoon,D42
GO-20114138612,2011,July,Evening,D31
GO-20114250088,2011,July,Afternoon,D31
GO-20114038708,2011,July,Evening,D53
GO-20113861820,2011,July,Afternoon,D31
GO-20114289532,2011,July,Night,D22
GO-20114121579,2011,July,Evening,D31
GO-20114091109,2011,July,Night,D22
GO-20113676917,2011,July,Evening,D41
GO-20114126199,2011,July,Evening,D42
GO-20114160830,2011,July,Evening,D23
GO-20114202758,2011,July,Evening,D14
GO-20113429437,2011,July,Evening,D22
GO-20114190763,2011,July,Afternoon,D14
GO-20114128914,2011,July,Morning,D23
GO-20114119820,2011,July,Evening,D12
GO-20114098383,2011,August,Afternoon,D32
GO-20114138631,2011,August,Night,D31
GO-20114106412,2011,August,Night,D14
GO-20113588251,2011,August,Night,D52
GO-20114119640,2011,August,Evening,D14
GO-20113855087,2011,August,Evening,D54
GO-20114213473,2011,August,Evening,D23
GO-20114082526,2011,August,Night,D31
GO-20114137826,2011,August,Night,D31
GO-20114122751,2011,August,Night,D23
GO-20114131492,2011,August,Night,D32
GO-20114130965,2011,August,Evening,D23
GO-20114105940,2011,August,Evening,D41
GO-20114133510,2011,August,Evening,D31
GO-20113721549,2011,August,Evening,D11
GO-20114130349,2011,August,Evening,D23
GO-20114126006,2011,August,Afternoon,D33
GO-20114200427,2011,August,Evening,D32
GO-20113864210,2011,August,Afternoon,D54
GO-20114213482,2011,August,Evening,D23
GO-20114201942,2011,September,Evening,D43
GO-20114160869,2011,September,Night,D23
GO-20114183882,2011,September,Night,D43
GO-20113794255,2011,September,Night,D12
GO-20114136256,2011,September,Evening,D12
GO-20114118090,2011,September,Night,D31
GO-20114133521,2011,September,Evening,D31
GO-20114213495,2011,September,Morning,D31
GO-20114220115,2011,September,Afternoon,D31
GO-20114009508,2011,September,Evening,D55
GO-20114128952,2011,September,Evening,D23
GO-20114196400,2011,September,Morning,D43
GO-20114203478,2011,September,Evening,D23
GO-20113156934,2011,September,Night,D41
GO-20114093447,2011,September,Afternoon,D32
GO-20114161290,2011,September,Evening,D32
GO-20114196847,2011,September,Afternoon,D32
GO-20113921262,2011,September,Morning,D43
GO-20114262313,2011,September,Morning,D42
GO-20113803218,2011,September,Evening,D23
GO-20114136529,2011,October,Night,D14
GO-20114184029,2011,October,Evening,D42
GO-20114236066,2011,October,Evening,D31
GO-20114284045,2011,October,Night,D12
GO-20114188529,2011,October,Afternoon,D31
GO-20114191170,2011,October,Evening,D14
GO-20113887747,2011,October,Evening,D54
GO-20114156058,2011,October,Afternoon,D54
GO-20114171910,2011,October,Evening,D31
GO-20114113228,2011,October,Night,D31
GO-20114244358,2011,October,Night,D31
GO-20114215118,2011,October,Evening,D31
GO-20113968882,2011,October,Evening,D31
GO-20114232954,2011,October,Afternoon,D33
GO-20114331484,2011,October,Night,D23
GO-20114220209,2011,October,Night,D23
GO-20114128984,2011,October,Evening,D23
GO-20114268752,2011,October,Night,D23
GO-20113682042,2011,October,Evening,D31
GO-20114196871,2011,October,Evening,D32
GO-20114219112,2011,October,Night,D22
GO-20113535451,2011,October,Evening,D13
GO-20114244162,2011,October,Night,D31
GO-20114194391,2011,October,Night,D14
GO-20114198924,2011,October,Evening,D31
GO-20114142569,2011,October,Night,D31
GO-20114220216,2011,October,Evening,D23
GO-20114188550,2011,October,Morning,D31
GO-20114070453,2011,October,Evening,D23
GO-20114057038,2011,October,Morning,D54
GO-20114242446,2011,October,Night,D41
GO-20114229347,2011,November,Morning,D31
GO-20114664067,2011,November,Night,D43
GO-20114254160,2011,November,Evening,D43
GO-20114299492,2011,November,Night,D23
GO-20114183838,2011,November,Morning,D23
GO-20114177976,2011,November,Night,D14
GO-20114254446,2011,November,Night,D12
GO-20114244392,2011,November,Evening,D31
GO-20114184130,2011,November,Evening,D23
GO-20114105093,2011,November,Evening,D32
GO-20114264092,2011,November,Night,D52
GO-20114241573,2011,November,Night,D23
GO-20114253042,2011,November,Night,D32
GO-20114028003,2011,November,Evening,D31
GO-20114268300,2011,November,Evening,D31
GO-20114187348,2011,November,Night,D55
GO-20114326971,2011,December,Night,D42
GO-20114272666,2011,December,Morning,D42
GO-20114000166,2011,December,Evening,D51
GO-20114222061,2011,December,Evening,D12
GO-20114287282,2011,December,Morning,D23
GO-20114231743,2011,December,Night,D43
GO-20114257909,2011,December,Evening,D31
GO-20114329222,2011,December,Night,D23
GO-20114356766,2011,December,Night,D13
GO-20114411159,2011,December,Night,D52
GO-20114257920,2011,December,Morning,D31
GO-20114256929,2011,December,Evening,D32
GO-20114257924,2011,December,Evening,D31
GO-20114238830,2011,December,Night,D13
GO-20114230563,2011,December,Night,D41
GO-20114361811,2011,December,Evening,D43
GO-20114286420,2011,December,Night,D23
GO-20114266197,2011,December,Morning,D43
GO-20114267112,2011,December,Afternoon,D43
GO-20114270938,2011,December,Night,D22
GO-20124128803,2012,January,Night,D52
GO-20124194029,2012,January,Night,D42
GO-20124191915,2012,January,Evening,D51
GO-20124301447,2012,January,Evening,D42
GO-20123959328,2012,January,Night,D51
GO-20124297913,2012,January,Night,D11
GO-20124193532,2012,January,Evening,D43
GO-20124250976,2012,January,Evening,D32
GO-20124236317,2012,January,Evening,D41
GO-20124336156,2012,January,Evening,D23
GO-20123375298,2012,January,Evening,D51
GO-20124270246,2012,January,Evening,D23
GO-20124435135,2012,January,Evening,D32
GO-20124333640,2012,January,Morning,D31
GO-20124374136,2012,January,Evening,D23
GO-20124305722,2012,January,Evening,D41
GO-20124259133,2012,January,Night,D14
GO-20124201114,2012,January,Night,D52
GO-20124411152,2012,January,Evening,D32
GO-20124251986,2012,January,Evening,D54
GO-20124205598,2012,January,Night,D43
GO-20124042332,2012,January,Afternoon,D42
GO-20124270259,2012,January,Evening,D23
GO-20124388879,2012,January,Evening,D42
GO-20124212793,2012,January,Evening,D11
GO-20124322464,2012,January,Night,D31
GO-20124316588,2012,January,Night,D12
GO-20124338533,2012,January,Evening,D42
GO-20124388479,2012,January,Evening,D43
GO-20124313163,2012,January,Afternoon,D23
GO-20124292839,2012,February,Evening,D23
GO-20123997959,2012,February,Night,D12
GO-20124208862,2012,February,Night,D55
GO-20124222090,2012,February,Evening,D12
GO-20124094917,2012,February,Afternoon,D33
GO-20124331374,2012,February,Afternoon,D31
GO-20124338581,2012,February,Afternoon,D23
GO-20124435137,2012,February,Night,D23
GO-20124246775,2012,February,Afternoon,D43
GO-20124295356,2012,February,Morning,D23
GO-20123927925,2012,February,Evening,D54
GO-20124268362,2012,February,Night,D31
GO-20124270274,2012,February,Afternoon,D23
GO-20124085703,2012,February,Afternoon,D32
GO-20124329571,2012,February,Evening,D23
GO-20124364855,2012,February,Evening,D23
GO-20124010646,2012,February,Evening,D14
GO-20124274524,2012,March,Night,D12
GO-20124291371,2012,March,Evening,D22
GO-20124356312,2012,March,Evening,D32
GO-20124330549,2012,March,Night,D31
GO-20124361640,2012,March,Evening,D32
GO-20123893358,2012,March,Night,D31
GO-20124429586,2012,March,Night,D14
GO-20124436256,2012,March,Night,D11
GO-20124211876,2012,March,Morning,D31
GO-20123696806,2012,March,Evening,D43
GO-20124313193,2012,March,Afternoon,D23
GO-20124387873,2012,March,Evening,D54
GO-20124379719,2012,March,Afternoon,D11
GO-20124290820,2012,March,Evening,D23
GO-20124348745,2012,March,Afternoon,D41
GO-20124336213,2012,March,Evening,D23
GO-20124355579,2012,March,Evening,D13
GO-20124386103,2012,March,Afternoon,D51
GO-20124254029,2012,March,Night,D14
GO-20124331851,2012,April,Morning,D51
GO-20124425469,2012,April,Evening,D41
GO-20124291732,2012,April,Afternoon,D23
GO-20124331853,2012,April,Night,D51
GO-20124323229,2012,April,Evening,D23
GO-20123721552,2012,April,Afternoon,D11
GO-20124320454,2012,April,Evening,D12
GO-20124380420,2012,April,Afternoon,D42
GO-20124291400,2012,April,Afternoon,D22
GO-20123755673,2012,April,Evening,D12
GO-20124388287,2012,April,Night,D42
GO-20124372225,2012,April,Evening,D32
GO-20124451209,2012,April,Morning,D31
GO-20123760782,2012,April,Evening,D31
GO-20124313216,2012,April,Night,D23
GO-20124343784,2012,April,Afternoon,D12
GO-20124345633,2012,April,Evening,D23
GO-20124380927,2012,April,Evening,D23
GO-20124472104,2012,April,Evening,D14
GO-20124263725,2012,April,Evening,D12
GO-20124309275,2012,May,Afternoon,D31
GO-20124363954,2012,May,Morning,D11
GO-20124489058,2012,May,Night,D42
GO-20124449577,2012,May,Evening,D32
GO-20124304455,2012,May,Evening,D52
GO-20124424330,2012,May,Evening,D31
GO-20124424949,2012,May,Afternoon,D23
GO-20124124100,2012,May,Evening,D43
GO-20124346812,2012,May,Night,D53
GO-20124387297,2012,May,Evening,D42
GO-20124445741,2012,May,Afternoon,D11
GO-20124374189,2012,May,Night,D23
GO-20124376807,2012,May,Evening,D31
GO-20124427068,2012,May,Evening,D23
GO-20124451234,2012,May,Night,D31
GO-20124263372,2012,May,Evening,D22
GO-20124421429,2012,May,Evening,D31
GO-20124530074,2012,May,Night,D52
GO-20124427072,2012,May,Evening,D23
GO-20124371123,2012,May,Evening,D51
GO-20124451247,2012,May,Evening,D31
GO-20124438492,2012,May,Evening,D43
GO-20124361500,2012,May,Night,D41
GO-20124446270,2012,June,Evening,D23
GO-20124391440,2012,June,Afternoon,D14
GO-20124533105,2012,June,Evening,D52
GO-20124467395,2012,June,Night,D41
GO-20124439331,2012,June,Night,D42
GO-20124384801,2012,June,Night,D23
GO-20124424428,2012,June,Night,D22
GO-20124458423,2012,June,Night,D22
GO-20124334160,2012,June,Night,D12
GO-20124542497,2012,June,Night,D54
GO-20124368873,2012,June,Evening,D31
GO-20123803267,2012,June,Night,D12
GO-20124484726,2012,June,Evening,D42
GO-20124453232,2012,June,Night,D23
GO-20124386217,2012,June,Afternoon,D14
GO-20124434770,2012,June,Afternoon,D31
GO-20124444467,2012,June,Night,D33
GO-20124493514,2012,June,Night,D53
GO-20124503011,2012,June,Afternoon,D41
GO-20124556249,2012,June,Evening,D32
GO-20124395904,2012,June,Night,D13
GO-20124616344,2012,June,Night,D43
GO-20124385723,2012,June,Evening,D23
GO-20124594525,2012,June,Morning,D32
GO-20124409543,2012,June,Evening,D31
GO-20124553310,2012,July,Evening,D55
GO-20124483335,2012,July,Night,D31
GO-20124478742,2012,July,Night,D31
GO-20124409312,2012,July,Evening,D55
GO-20124578181,2012,July,Night,D22
GO-20124422179,2012,July,Night,D55
GO-20124388718,2012,July,Night,D23
GO-20124385733,2012,July,Morning,D23
GO-20124484746,2012,July,Evening,D42
GO-20124476147,2012,July,Night,D14
GO-20124544154,2012,July,Night,D43
GO-20124484747,2012,July,Night,D42
GO-20124466647,2012,July,Evening,D12
GO-20124480703,2012,July,Night,D12
GO-20124427513,2012,July,Night,D32
GO-20124645922,2012,July,Evening,D12
GO-20124622186,2012,July,Evening,D31
GO-20124500439,2012,July,Night,D41
GO-20124412422,2012,July,Night,D52
GO-20124499390,2012,July,Night,D33
GO-20124470682,2012,July,Night,D23
GO-20124456020,2012,August,Evening,D43
GO-20124382490,2012,August,Night,D52
GO-20124561384,2012,August,Night,D12
GO-20124493164,2012,August,Evening,D23
GO-20124504230,2012,August,Night,D31
GO-20124624459,2012,August,Afternoon,D41
GO-20124514885,2012,August,Evening,D32
GO-20124506262,2012,August,Evening,D23
GO-20124444930,2012,August,Night,D13
GO-20124574116,2012,August,Night,D42
GO-20124230339,2012,August,Night,D54
GO-20124442242,2012,August,Evening,D31
GO-20124485928,2012,September,Night,D23
GO-20124240045,2012,September,Afternoon,D42
GO-20124652509,2012,September,Night,D42
GO-20124528016,2012,September,Night,D42
GO-20124563307,2012,September,Evening,D55
GO-20123912956,2012,September,Afternoon,D42
GO-20124440248,2012,September,Afternoon,D31
GO-20124699457,2012,September,Night,D23
GO-20124697239,2012,September,Evening,D41
GO-20124412774,2012,September,Morning,D12
GO-20124453311,2012,September,Night,D23
GO-20124589405,2012,September,Night,D23
GO-20124625424,2012,September,Morning,D12
GO-20124670162,2012,September,Evening,D23
GO-20124571943,2012,September,Night,D31
GO-20124572511,2012,October,Evening,D14
GO-20124719673,2012,October,Night,D33
GO-20124663461,2012,October,Evening,D31
GO-20124303214,2012,October,Afternoon,D42
GO-20124700500,2012,October,Evening,D55
GO-20124563714,2012,October,Night,D54
GO-20124727189,2012,October,Night,D41
GO-20124736621,2012,October,Evening,D12
GO-20124507364,2012,October,Evening,D31
GO-20124699496,2012,October,Evening,D23
GO-20124654122,2012,October,Night,D23
GO-20124494245,2012,October,Evening,D23
GO-20124667897,2012,October,Night,D53
GO-20124697281,2012,October,Night,D41
GO-20124743790,2012,October,Evening,D12
GO-20124703830,2012,October,Afternoon,D43
GO-20124697103,2012,October,Night,D32
GO-20124754901,2012,October,Evening,D12
GO-20124754900,2012,October,Afternoon,D12
GO-20124639310,2012,October,Evening,D42
GO-20124652055,2012,November,Afternoon,D31
GO-20124494923,2012,November,Morning,D32
GO-20124514738,2012,November,Evening,D31
GO-20124653059,2012,November,Afternoon,D54
GO-20124556136,2012,November,Afternoon,D54
GO-20124695122,2012,November,Night,D14
GO-20124596048,2012,November,Evening,D52
GO-20124835700,2012,November,Evening,D31
GO-20121799887,2012,November,Night,D22
GO-20124672379,2012,December,Evening,D31
GO-20124703603,2012,December,Evening,D23
GO-20124252611,2012,December,Night,D51
GO-20124726825,2012,December,Night,D12
GO-20124605762,2012,December,Night,D12
GO-20124735258,2012,December,Night,D14
GO-20124909559,2012,December,Evening,D32
GO-20124660052,2012,December,Evening,D51
GO-20134723850,2013,January,Night,D51
GO-20134739290,2013,January,Evening,D12
GO-20134758878,2013,January,Evening,D32
GO-20134714662,2013,January,Night,D31
GO-20134761481,2013,January,Night,D23
GO-20134714664,2013,January,Evening,D31
GO-20134793362,2013,January,Night,D22
GO-20134785610,2013,January,Evening,D23
GO-20134842775,2013,January,Afternoon,D51
GO-20134732804,2013,January,Night,D31
GO-20134765232,2013,January,Evening,D55
GO-20134785613,2013,January,Evening,D23
GO-20134837031,2013,January,Night,D51
GO-20134800204,2013,February,Morning,D51
GO-20134767170,2013,February,Evening,D41
GO-20134834800,2013,February,Night,D14
GO-20134954079,2013,February,Evening,D31
GO-20134810055,2013,February,Night,D52
GO-20134884325,2013,February,Night,D14
GO-20134918220,2013,February,Night,D14
GO-20134736431,2013,February,Evening,D12
GO-20134736689,2013,February,Night,D12
GO-20134920035,2013,February,Evening,D23
GO-20134753812,2013,February,Evening,D54
GO-20134837035,2013,February,Evening,D51
GO-20134698804,2013,February,Night,D55
GO-20134732823,2013,February,Night,D31
GO-20134913786,2013,February,Night,D31
GO-20134709807,2013,February,Night,D51
GO-20134732702,2013,February,Evening,D12
GO-20134859279,2013,March,Evening,D11
GO-20134773342,2013,March,Evening,D32
GO-20134875802,2013,March,Afternoon,D23
GO-20134707385,2013,March,Evening,D14
GO-20134784100,2013,March,Night,D23
GO-20134815410,2013,March,Night,D32
GO-20134832476,2013,March,Evening,D23
GO-20134941269,2013,March,Evening,D11
GO-20134779022,2013,March,Evening,D51
GO-20134749701,2013,March,Evening,D22
GO-20134711236,2013,March,Evening,D42
GO-20134793866,2013,March,Evening,D23
GO-20134954123,2013,March,Night,D31
GO-20134907315,2013,March,Night,D14
GO-20134886446,2013,March,Evening,D31
GO-20134906736,2013,March,Afternoon,D41
GO-20134902638,2013,March,Evening,D32
GO-20134619740,2013,April,Morning,D55
GO-20135129812,2013,April,Afternoon,D11
GO-20134752633,2013,April,Evening,D41
GO-20134991046,2013,April,Evening,D23
GO-20134913651,2013,April,Evening,D32
GO-20134873070,2013,April,Afternoon,D31
GO-20134883174,2013,April,Evening,D23
GO-20134846840,2013,April,Evening,D23
GO-20134721937,2013,April,Evening,D23
GO-20134800996,2013,April,Night,D43
GO-20134965004,2013,April,Morning,D54
GO-20134952680,2013,April,Evening,D54
GO-20134957206,2013,April,Evening,D51
GO-20134826169,2013,April,Evening,D51
GO-20134911620,2013,April,Night,D14
GO-20134925107,2013,April,Afternoon,D31
GO-20134859308,2013,April,Night,D11
GO-20134979856,2013,April,Afternoon,D12
GO-20134948721,2013,April,Evening,D42
GO-20134886466,2013,April,Afternoon,D31
GO-20134937409,2013,April,Evening,D12
GO-20135028531,2013,April,Night,D41
GO-20134806148,2013,April,Evening,D13
GO-20134729458,2013,May,Morning,D51
GO-20134974087,2013,May,Afternoon,D41
GO-20134794917,2013,May,Night,D54
GO-20134897751,2013,May,Night,D43
GO-20134942712,2013,May,Evening,D54
GO-20134238095,2013,May,Night,D32
GO-20134768596,2013,May,Evening,D51
GO-20134937969,2013,May,Afternoon,D42
GO-20135049114,2013,May,Afternoon,D22
GO-20134923875,2013,May,Night,D23
GO-20134832188,2013,May,Evening,D14
GO-20134811174,2013,May,Evening,D55
GO-20135012579,2013,May,Night,D23
GO-20134823792,2013,May,Night,D43
GO-20134994968,2013,May,Afternoon,D14
GO-20135001151,2013,May,Afternoon,D42
GO-20135040341,2013,May,Evening,D23
GO-20134968111,2013,June,Evening,D52
GO-20135003500,2013,June,Afternoon,D31
GO-20135021475,2013,June,Evening,D14
GO-20134984253,2013,June,Evening,D31
GO-20135007768,2013,June,Evening,D54
GO-20135000885,2013,June,Night,D32
GO-20135002746,2013,June,Evening,D32
GO-20135059257,2013,June,Afternoon,D54
GO-20134901314,2013,June,Evening,D41
GO-20135026449,2013,June,Evening,D42
GO-20135048005,2013,June,Night,D54
GO-20134993738,2013,June,Night,D42
GO-20135072874,2013,July,Afternoon,D42
GO-20135053869,2013,July,Night,D31
GO-20135002075,2013,July,Night,D14
GO-20135147696,2013,July,Night,D51
GO-20135146076,2013,July,Afternoon,D33
GO-20134832196,2013,July,Night,D14
GO-20135210835,2013,July,Night,D13
GO-20135106309,2013,July,Night,D12
GO-20134924378,2013,July,Evening,D51
GO-20135035035,2013,July,Evening,D51
GO-20135117904,2013,July,Evening,D22
GO-20135144463,2013,July,Night,D54
GO-20135205458,2013,July,Morning,D22
GO-20135159817,2013,July,Evening,D31
GO-20134798314,2013,August,Night,D43
GO-20135143552,2013,August,Evening,D23
GO-20135116383,2013,August,Night,D41
GO-20135179314,2013,August,Evening,D11
GO-20135201493,2013,August,Night,D52
GO-20135309160,2013,August,Night,D52
GO-20135123991,2013,August,Evening,D31
GO-20135162653,2013,August,Afternoon,D11
GO-20135069043,2013,August,Night,D51
GO-20135159828,2013,August,Evening,D31
GO-20135150237,2013,August,Night,D23
GO-20135176287,2013,August,Afternoon,D31
GO-20135141042,2013,August,Evening,D23
GO-20135111130,2013,August,Evening,D33
GO-20135109038,2013,August,Night,D14
GO-20135159829,2013,August,Morning,D31
GO-20135143553,2013,August,Afternoon,D23
GO-20135125829,2013,August,Evening,D53
GO-20135143857,2013,August,Afternoon,D23
GO-20135124003,2013,August,Evening,D31
GO-20135123504,2013,August,Morning,D31
GO-20135065692,2013,August,Evening,D23
GO-20135131370,2013,August,Afternoon,D31
GO-20135123603,2013,August,Night,D23
GO-20135146682,2013,August,Night,D31
GO-20135164075,2013,August,Night,D51
GO-20134969597,2013,August,Night,D51
GO-20135192957,2013,August,Afternoon,D31
GO-20135334005,2013,August,Night,D23
GO-20135050371,2013,August,Night,D23
GO-20134878341,2013,August,Evening,D23
GO-20135145888,2013,August,Night,D11
GO-20135073063,2013,August,Evening,D14
GO-20135049955,2013,August,Evening,D22
GO-20135122714,2013,September,Evening,D31
GO-20135143282,2013,September,Night,D12
GO-20135229708,2013,September,Night,D43
GO-20134777486,2013,September,Evening,D55
GO-20135145044,2013,September,Afternoon,D55
GO-20135216474,2013,September,Evening,D23
GO-20135168098,2013,September,Night,D31
GO-20135256469,2013,September,Afternoon,D43
GO-20135261718,2013,September,Night,D32
GO-20135179007,2013,September,Night,D14
GO-20135156643,2013,September,Night,D23
GO-20135269597,2013,September,Night,D23
GO-20135160457,2013,September,Morning,D14
GO-20135219818,2013,September,Night,D53
GO-20135260102,2013,September,Afternoon,D51
GO-20135220056,2013,September,Night,D42
GO-20135157228,2013,September,Night,D51
GO-20134800607,2013,September,Evening,D32
GO-20135283941,2013,September,Night,D55
GO-20135163008,2013,September,Evening,D14
GO-20135249221,2013,October,Night,D32
GO-20135154184,2013,October,Night,D12
GO-20135092297,2013,October,Evening,D54
GO-20135245288,2013,October,Afternoon,D53
GO-20135078304,2013,October,Night,D31
GO-20135081740,2013,October,Night,D52
GO-20135255568,2013,October,Evening,D51
GO-20135208374,2013,October,Night,D32
GO-20135036528,2013,October,Evening,D43
GO-20135222231,2013,October,Evening,D43
GO-20135043880,2013,November,Night,D33
GO-2013915977,2013,November,Afternoon,D13
GO-2013943773,2013,November,Night,D55
GO-2013954448,2013,November,Evening,D31
GO-2013978813,2013,November,Evening,D31
GO-20131008600,2013,November,Evening,D54
GO-20131032372,2013,November,Evening,D23
GO-20131062894,2013,November,Night,D51
GO-20131069582,2013,December,Afternoon,D41
GO-20131098127,2013,December,Evening,D31
GO-20131104065,2013,December,Afternoon,D11
GO-20131116195,2013,December,Evening,D52
GO-20131113193,2013,December,Night,D43
GO-20131118002,2013,December,Night,D11
GO-20131135333,2013,December,Evening,D23
GO-20131141263,2013,December,Afternoon,D31
GO-20131153188,2013,December,Evening,D41
GO-20131290779,2013,December,Afternoon,D32
GO-20131235926,2013,December,Afternoon,D12
GO-20131216489,2013,December,Night,D12
GO-20131226542,2013,December,Afternoon,D31
GO-20131226252,2013,December,Afternoon,D43
GO-20131226989,2013,December,Evening,D42
GO-20131229064,2013,December,Afternoon,D11
GO-20131235818,2013,December,Evening,D12
GO-20131246790,2013,December,Evening,D31
GO-20131250783,2013,December,Afternoon,D23
GO-20141260912,2014,January,Afternoon,D14
GO-20141260949,2014,January,Night,D33
GO-20141270233,2014,January,Evening,D12
GO-20141306049,2014,January,Afternoon,D41
GO-20141314543,2014,January,Night,D51
GO-20141317989,2014,January,Afternoon,D42
GO-20141332404,2014,January,Evening,D23
GO-20141358340,2014,January,Night,D33
GO-20141375373,2014,January,Evening,D23
GO-20141381394,2014,January,Night,D33
GO-20141397363,2014,January,Afternoon,D33
GO-20141399847,2014,January,Night,D41
GO-20141428622,2014,January,Night,D23
GO-20141430780,2014,January,Afternoon,D43
GO-20141439883,2014,January,Afternoon,D42
GO-20141434366,2014,January,Morning,D43
GO-20141458613,2014,February,Morning,D52
GO-20141470629,2014,February,Night,D32
GO-20141500533,2014,February,Evening,D22
GO-20141524452,2014,February,Evening,D31
GO-20141525845,2014,February,Night,D14
GO-20141584293,2014,February,Afternoon,D41
GO-20141580180,2014,February,Evening,D51
GO-20141591998,2014,February,Night,D32
GO-20141594391,2014,February,Morning,D55
GO-20141602636,2014,February,Afternoon,D12
GO-20141605630,2014,February,Evening,D54
GO-20141612592,2014,February,Night,D22
GO-20141623490,2014,March,Morning,D51
GO-20141633712,2014,March,Afternoon,D12
GO-20141634276,2014,March,Morning,D12
GO-20141641094,2014,March,Evening,D41
GO-20141653912,2014,March,Evening,D31
GO-20141663866,2014,March,Afternoon,D54
GO-20141669743,2014,March,Evening,D51
GO-20141683761,2014,March,Afternoon,D43
GO-20141683882,2014,March,Afternoon,D51
GO-20141690154,2014,March,Morning,D51
GO-20141731923,2014,March,Evening,D55
GO-20141743707,2014,March,Evening,D54
GO-20141745699,2014,March,Night,D51
GO-20141755419,2014,March,Evening,D32
